Código;NombreArchivo;AñoRedacción;Localización geográfica (País y Región);Completitud (Completo / Incompleto);Tipo de documento principal;Tipo de infraestructura;Contenido;Índice;Autor del documento;Propiedad del documento;ID;Título;Año;Clase;Tipo de contenido;Procedimiento administrativo;Notas
OFF0055;1. Memoria Proyecto Ejecución.pdf;Desconocido;España | País Vasco (Bizkaia, Lemoiz–Armintza);Completo;Ingeniería de detalle;Cables submarinos + cables terrestres MT (13,2 kV) + FO + BMH + PHD + conectores (infraestructura BiMEP);"Memoria del Proyecto de Ejecución de las “Líneas eléctricas 13,2 kV marítimo–terrestres de evacuación de energía” de la Infraestructura Biscay Marine Energy Platform (BiMEP) en Armintza–Lemoiz (Bizkaia). Define el alcance para permitir la evacuación a red de la energía generada por captadores de oleaje (WEC), con 20 MW totales distribuidos en 4 líneas independientes de 5 MW a 13,2 kV. Describe la arquitectura: puntos de conexión offshore (amarres) y cuatro cables submarinos multicable (MT 3×1×185 mm², 24 fibras ópticas y 2 conductores BT 70 mm²) con longitudes aproximadas 3,4–5,8 km y profundidades 45–90 m; terminación en conector submarino. Detalla el rutado (aprovechando corredor sedimentario/paleocauce), el enterramiento 0,8–1 m, la transición mar-tierra mediante Perforación Horizontal Dirigida (PHD) (5 perforaciones: 4+1 reserva), la arqueta BMH, puesta a tierra, ensayos y criterios de instalación/afecciones.";"1. Antecedentes y necesidad; 2. Emplazamiento; 3. Objeto; 4. Características principales y alcance (4.1 Características generales; 4.2 Diseño); 5. Información complementaria (batimetría; DTS; info adicional; condiciones climáticas; geología en tierra); 6. Tendido eléctrico (6.1 Cable submarino: estándares, localización offshore/onshore, especificación, puesta a tierra, ensayos; 6.2 Rutado y PHD; 6.3 Instalación cable submarino; 6.4 Cable terrestre; 6.5 Cruzamientos/proximidades/paralelismos; 6.6 Afecciones; 6.7 Cálculo del cable)";Elecnor (con participación del Ente Vasco de la Energía en la documentación del proyecto);Ente Vasco de la Energía (EVE) / BiMEP;OFF0055-1;Proyecto de líneas eléctricas 13,2 kV marítimo-terrestres de evacuación de energía “Infraestructura Biscay Marine Energy Platform (BiMEP)”;Pendiente;Comercial;Proyecto de ejecución;Autorización de Construcción;Disponible
OFF0056;Extracto memoria líneas eléctricas BiMEP.pdf;2014;España | País Vasco (Bizkaia, Lemoiz–Armintza);Incompleto;Ingeniería de detalle;Líneas eléctricas 13,2 kV marítimo-terrestres + canalización subterránea + BMH + PHD + FO (infraestructura BiMEP);"Extracto de la Memoria AS BUILT de las “Líneas eléctricas 13,2 kV marítimo–terrestres de evacuación de energía” de la infraestructura BiMEP (Bizkaia). Resume la parte terrestre del sistema: composición por línea de MT 13,2 kV trifásica, BT 0,6/1 kV para auxiliares y fibra óptica (24 FO por línea, con empalme en BMH para obtener 96 FO en el lado terrestre). Describe el cable MT HEPRZ1 (IEC 60502-2; referencia NI Iberdrola 56.43.01) y el cable BT RV-K 1x70 mm², así como la canalización subterránea (?950 m) desde la arqueta BMH hasta la subestación, con esquema de disposición de cables. Incluye relación de cruzamientos/afecciones, descripción y ubicación de la BMH (prefabricado de hormigón, dimensiones interiores 4,70×3,22×2,57 m) y la transición mediante PHD (5 perforaciones, 4 líneas + 1 reserva, ?500 m hasta batimetría -15 m, camisa PEAD DN250).";"1. Cable terrestre (MT; BT; Fibra óptica); 2. Canalización terrestre; 3. Relación de cruzamientos, proximidades y paralelismos; 4. Afecciones (parcelas afectadas); 5. Arqueta de transición / Beach Man Hole (BMH); 6. Perforación horizontal dirigida (PHD)";"Elecnor Infraestructuras (Memoria AS BUILT; con logos EVE/Elecnor)";Ente Vasco de la Energía (EVE) / BiMEP;OFF0056-13;Líneas eléctricas 13,2 kV marítimo-terrestres de evacuación de energía “Infraestructura Biscay Marine Energy Platform (BiMEP)”;Pendiente;Comercial;Documentación AS BUILT;Legalización;Disponible
OFF0057;InformeTecnicoATM2009GeofisBIMEP.pdf;2009;"España | País Vasco (Bizkaia, Armintza – Lemoiz; zona BiMEP)";Completo;Otro estudio / campaña;Campaña geofísica offshore (sísmica Boomer + magnetometría) para diseño de trazado de cables submarinos (BiMEP);Informe técnico de la campaña geofísica en la zona de BiMEP (Armintza), realizada en dos jornadas (27/02/2009 y 18/03/2009) para caracterizar el subsuelo marino y apoyar el diseño del mejor trazado de los cables submarinos de conexión a tierra. El estudio emplea sísmica de reflexión continua BOOMER (alta resolución) y magnetometría marina (SeaSpy), con diseño de transectos basado en batimetría multihaz para evitar áreas rocosas. Se obtienen 42.765 m de registros sísmicos y magnéticos, se interpretan reflectores y se convierte tiempo a profundidad (v=1.500 m/s) generando un plano de isopacas (espesor de sedimento no consolidado) mediante interpolación Kriging. Identifica cuatro subzonas (A–D) con sedimentos no consolidados (arenas/gravas/bloques) de 0 a 11 m, destacando paleocauce y cubetas de acumulación, y detecta anomalías magnéticas puntuales y una bipolaridad asociada a escaso recubrimiento sedimentario.;"Índice: Índice de figuras; Índice de tablas; 1. Antecedentes; 2. Objetivos; 3. Introducción; 4. Material y métodos (4.1 Sísmica de reflexión continua; 4.2 Perfiles sísmicos; 4.3 Magnetometría; 4.4 Plano de posicionamiento); 5. Resultados (5.1 Plano de isopacas; 5.2 Plano magnético); 6. Discusión (6.1 Condiciones del sustrato y estratigrafía); 7. Conclusiones; 8. Agradecimientos";"AZTI-Tecnalia (Ibon Galparsoro; Arnaud Blangy; revisado/aprobado por Julien Mader)";Fundación Robotiker (cliente);OFF0057-2;Estudio geofísico en la zona de BiMEP (Armintza);2009;Comercial;Informe;No aplica;Disponible
OFF0058;BIMEP_Geotechincal Campaign_Vibro_Report.pdf;2012;"España | País Vasco (Bizkaia, frente a Armintza–Lemoiz; área BiMEP)";Completo;Otro estudio / campaña;Campaña geotécnica offshore (vibrocorer + Van Veen) para caracterización de fondo marino (BiMEP);"Informe de campaña geotécnica del “BIMEP Test Site” para caracterizar las condiciones del fondo marino en un área de estudio de ~930 ha frente a Armintza (Bizkaia), a 3–6 km de costa y profundidades 46–108 m. El trabajo, ejecutado por Tecnoambiente para Acciona Energía, se realizó del 17 al 19 de julio de 2012 y se apoya en conocimiento previo geofísico (SBP/isopacas) que identifica un paleocauce central con mayor espesor sedimentario. La campaña recuperó 8 testigos mediante vibrocorer Rossfelder P-3 (penetración aprox. 1–1,35 m; recuperación 0,3–1,1 m) y un muestreo superficial adicional con draga Van Veen. Se analizaron 15 submuestras en laboratorio (SERGEYCO): granulometría, carbonatos, corte directo y densidades/ densidad relativa. Los resultados muestran sedimentos muy arenosos (arena >94%, frecuentemente bioclástica), carbonatos >16% (hasta ~48%), ángulos de fricción ~38–45° y densidad relativa variable (~14–77%).";"1. Introduction; 2. Scope of document; 3. Study area; 4. Start-up information; 5. Geotechnical survey report (5.1 Objective and survey summary; 5.2 Methodology: seabed sampling positions, equipment, survey vessel, sample labelling & storage, laboratory testing; 5.3 Results: on site results, core subsamples, particle size analysis, carbonates & organic matter, direct shear test, relative density, results summary)";Tecnoambiente;ACCIONA Energía;OFF0058-3;BiMEP test site — Survey activities and geotechnical conditions of the seabed;2012;Comercial;Informe;No aplica;Disponible
OFF0059;Appendix_III_SSS.pdf;Por confirmar;"España | País Vasco (Bizkaia, frente a Armintza–Lemoiz; área BiMEP)";Completo;Otro estudio / campaña;Campaña geofísica offshore (Side Scan Sonar) para caracterización de fondo marino y detección de objetos (BiMEP);Anexo “Appendix III. Side Scan Sonar Survey” de una campaña geofísica en el área del emplazamiento BiMEP, orientada a definir y caracterizar tipos de fondo marino mediante Side Scan Sonar y a detectar elementos/objetos (naturales o antrópicos) potencialmente peligrosos. Describe metodología, equipo y procesado: sonar Klein 3000 (100–500 kHz) remolcado, registro digital y georreferenciación con DGPS, y software SonarWiz 5 y SonarPro Klein para correcciones (slant range, TVG) y generación de mosaicos. Interpreta 5 tipos de fondo: arenas, arenas con ripples, roca, afloramiento y afloramiento suave, y segmenta el área en 4 zonas (North/East/West/Central), destacando un paleocanal en la zona central con arenas con ripples y alineaciones rocosas NE–SW. Reporta detección de 2 pecios (uno no identificado y otro atribuido por bibliografía al “Hochheimer”, ~80 m) y 3 “sonar contacts” no identificados con coordenadas UTM.;"1. Introduction; 2. Metodology and equipment (2.1 Side Scan Sonar Klein 3000; 2.2 Software; 2.3 Data processing and interpretation); 3. Results (3.1 Types of seabed characterization; 3.2 Distribution types of seabed in study area: North/East/West/Central zones; 3.3 Elements/objects detected in the seabed)";"Tecnoambiente (logos en el documento; “Appendix III”)";ACCIONA Energía (logo en el documento);OFF0059-24;Appendices I–IV: multibeam survey / sub-bottom profiler survey / side-scan sonar survey / magnetometer survey;2011;Comercial;Informe;No aplica;Disponible
OFF0059;Appendix_IV_Magnetometer.pdf;2011;"España | País Vasco (Bizkaia, frente a Armintza–Lemoiz; área BiMEP)";Completo;Otro estudio / campaña;Campaña geofísica offshore (magnetometría marina) para detección de anomalías ferromagnéticas/objetos y apoyo a diseño/seguridad de infraestructuras marinas (BiMEP);"Anexo “Appendix IV. Magnetometer Survey” de una campaña geofísica en el emplazamiento BiMEP orientada a detectar anomalías ferromagnéticas (cables, tuberías u otros objetos/elementos arqueológicos o culturales sumergidos) mediante magnetometría. La campaña se realizó del 13 al 15/09/2011 con el buque Isturiz Anaiak, siguiendo las mismas rutas que batimetría, SSS y sub-bottom profiler (operación simultánea). Se empleó un magnetómetro marino de vapor de cesio Geometrics G-882 (remolcado detrás del SSS/SBP) y registro/posicionamiento con software MagLog; en postproceso (MagPick) se aplicó corrección layback, filtrado/suavizado y cálculo de anomalías como diferencia entre campo medido y campo suavizado. Los mapas se presentan en UTM huso 30N, WGS84. Se detectan 26 anomalías destacables; se descarta patrón lineal (no se evidencian tuberías/cables) y se atribuyen la mayoría a afloramientos rocosos, identificándose además un objeto metálico no natural (anomalía 7) y un pecio principal (anomalía 23, “Hochheimer”).";"1. Introduction; 2. Methodology and equipment; 2.1 Data acquisition and processing; 3. Results (y mapas en Appendix V)";Tecnoambiente;ACCIONA Energía;OFF0059-51;Appendices I–IV: multibeam survey / sub-bottom profiler survey / side-scan sonar survey / magnetometer survey;2011;Comercial;Informe;No aplica;Disponible
OFF0059;Appendix_II_SBP_survey.pdf;Por confirmar;"España | País Vasco (Bizkaia, frente a Armintza–Lemoiz; área BiMEP)";Completo;Otro estudio / campaña;Campaña geofísica offshore (Sub Bottom Profiler CHIRP) para caracterización de sedimentos y cálculo de isopacas (BiMEP);"Anexo “Appendix II. Sub Bottom Profiler Survey” de una campaña geofísica en el emplazamiento BiMEP orientada a definir y caracterizar materiales sedimentarios no consolidados entre el fondo marino y el “acoustic basement”, mediante sísmica de reflexión de alta resolución tipo CHIRP. Emplea un Klein CHIRP 3310 (2–8 kHz; resolución ~12,5–15 cm; profundidad operativa hasta 600 m; penetración típica 5–50 m) con adquisición en SonarPro y procesado/interpretación en CodaOctopus Geokit/Mosaic para digitalizar reflectores y generar el mapa de isopacas de espesor sedimentario. Divide el área en 4 zonas (North/East/West/Central) y concluye que la mayor parte presenta espesores <1 m, con afloramientos rocosos extensos en Este/Oeste, y un paleocanal central NE–SW donde el espesor alcanza ~11–12 m. Incluye perfiles sísmicos de ejemplo y comentarios geológicos sobre la región vasco-cantábrica.";"1. Introduction; 2. Materials and Methods (2.1 Klein CHIRP 3310; 2.2 SonarPro; 2.3 CodaOctopus Geokit; 2.4 Methodology); 3. Results (3.1 Isopach map y zonas North/East/West/Central; 3.1.5 Ejemplos de perfiles 1-1’, 2-2’, 3-3’, 4-4’); 4. Final comments and conclusions; 5. Bibliography";Tecnoambiente;ACCIONA Energía;OFF0059-64;Appendices I–IV: multibeam survey / sub-bottom profiler survey / side-scan sonar survey / magnetometer survey;2011;Comercial;Informe;No aplica;Disponible
OFF0064;(0) EsIA Aerogeneradores BIMEP 2018_09022018.pdf;2018;España | País Vasco (Bizkaia);Completo;Estudio ambiental;Parque eólico (eólica flotante offshore) / plataforma de ensayos;Estudio de Impacto Ambiental (EsIA) y análisis de compatibilidad con la Ley 41/2010 de Protección del Medio Marino para el uso de la infraestructura BiMEP como plataforma de ensayo y demostración de aerogeneradores en mar abierto. Evalúa la posible instalación simultánea de hasta dos aerogeneradores, principalmente sobre cimentaciones flotantes (con opciones puntuales pilotadas o por gravedad), conectados a la red mediante cables submarinos y elementos de fondeo y anclaje. Incluye descripción del proyecto (plataformas, aerogenerador de referencia, líneas de fondeo, anclajes, instalación, operación/mantenimiento y desmantelamiento), análisis de alternativas (incluida alternativa cero y ubicaciones BiMEP/Mutriku), inventario ambiental del medio físico, biótico y socioeconómico, identificación y valoración de impactos por fase y componente (estructuras y cable), Red Natura 2000, compatibilidad con Estrategia Marina Europea, medidas preventivas/correctoras/compensatorias y un programa de vigilancia ambiental.;"1. Antecedentes ; 2. Objeto de los trabajos ; 3. Descripción del proyecto (Objeto; Plataformas; Aerogenerador; Líneas de fondeo; Anclajes; Instalación; Operación y mantenimiento; Desmantelamiento; Cables submarinos; Alternativas; Análisis de riesgos naturales) ; 4. Inventario ambiental (Medio físico; Medio biótico; Medio socioeconómico) ; 5. Identificación y valoración de impactos (Alternativa 0; Alternativa 1 BiMEP; Alternativa 2 Mutriku) ; 6. Jerarquización de impactos ; 7. Red Natura 2000 ; 8. Compatibilidad con la Estrategia Marina Europea ; 9. Medidas preventivas, correctoras y compensatorias ; 10. Justificación de la solución adoptada ; 11. Programa de vigilancia ambiental ; 12. Referencias";AZTI (AZTI-Tecnalia);Biscay Marine Energy Platform S.A. BiMEP (Grupo EVE);OFF0064-1;Estudio de impacto ambiental (EsIA) y compatibilidad con la Ley 41/2010, de 29 de diciembre, de protección del medio marino, del proyecto de instalación de aerogeneradores en la infraestructura BiMEP;2018;Comercial;Estudio de Impacto Ambiental;Evlauación de Impacto Ambiental;Disponible
OFF0065;BMP-DOC-0046 bimep. Documentación AS BUILT. Anejo 4 PHD.pdf;2015;España | País Vasco (Bizkaia, Armintza–Lemoiz);Completo;Ingeniería de detalle;Perforaciones horizontales dirigidas (PHD) + canalizaciones PEAD/PE100 DN/Ø250 para líneas eléctricas (BiMEP);"Anejo 4 “PHDs” de la documentación AS BUILT del proyecto “Líneas eléctricas 13,2 kV marítimo–terrestres de evacuación de energía” de la infraestructura BiMEP en Armintza–Lemoiz (Bizkaia), fechado 31/08/2015 (As Built Rev. AB). Incluye el informe del suministrador Catalana de Perforacions sobre la ejecución de cinco perforaciones horizontales dirigidas para instalar cinco tuberías Ø250 mm (servicio eléctrico) con ensanche Ø406 mm, empleando tubería PE100 PN16 (Øext 250 mm; Øint ~204,6 mm; e=22,7 mm). Describe el equipo de perforación (empuje hasta 500 kN y tiro hasta 1.000 kN), la perforación piloto y el método de ensanche, uso de casing inicial inclinado de Ø457 mm y 18 m para estabilidad, y el método de soldadura a tope (DVS 2207-1). Aporta tablas de navegación (ETRS89 UTM 30N) y geometrías/longitudes de PHD1–PHD4 y PHD-R (reserva), con reportaje fotográfico y planos.";"Índice PHDs: 1. Informe; 2. Planos PHD. Informe (Catalana de Perforacions): 1. Informe de las perforaciones horizontales dirigidas; 2. Características de las perforaciones (2.1 Equipo; 2.2 Perforación piloto; 2.3 Ensanche; 2.4 Tuberías instaladas; 2.5 Método de soldadura); 3. Tabla resumen perforaciones; 4. Navegación (PHD 4; PHD 3; PHD 2; PHD 1; PHD R – Reserva); 5. Trabajos de mandrilado; 6. Reportaje fotográfico; 7. Planos";"Elecnor (Documentación AS BUILT) + Catalana de Perforacions (informe PHD; cliente Elecnor)";Ente Vasco de la Energía (EVE) / BiMEP;OFF0065-2;Líneas eléctricas 13,2 kV marítimo-terrestres de evacuación de energía. Infraestructura Biscay Marine Energy Platform (BiMEP) en Armintza-Lemoiz (Bizkaia). BiMEP. Documentación “as built”. Anejo 4. Perforaciones horizontales dirigidas (PHD);2015;Comercial;Documentación AS BUILT;Legalización;Disponible
OFF0066;ANTEPROYECTO_MODIFICACION_GATICA_AZPEITIA.pdf;2021;"España | País Vasco (Bizkaia; TM Gatika y Mungia)";Completo;Permitting / tramitación;Línea eléctrica aérea 400 kV (modificación trazado);Anteproyecto de ejecución para la modificación de la línea aérea de transporte 400 kV simple circuito Gatica–Azpeitia, en Bizkaia (Madrid, marzo 2021). Se redacta para obtener Autorización Administrativa Previa y aportar la base técnica conforme a RD 1955/2000 y normativa LAT (RD 223/2008, ITC-LAT), en el marco del proyecto Interconexión España–Francia por el Golfo de Bizkaia, que requiere construir una Estación Conversora en Gatika y, por tanto, modificar el tramo inicial de la línea. La actuación afecta al tramo entre el pórtico de la SE Gatika y el apoyo 3: nuevo trazado de 650 m desde pórtico a nuevo apoyo T-2Bis, con desmontaje de los apoyos actuales 1 y 2 (tramo existente sustituido: 566 m). Define características eléctricas (400 kV, 50 Hz, doble conductor por fase, OPGW + cable de tierra), apoyos, alineaciones, cruzamientos (camino, río Atxurri, cruce con línea 30 kV), accesos, cálculos mecánicos/eléctricos, planos, presupuesto, estudio de seguridad, pliego y gestión de residuos.;"Índice general: Documento 1 Memoria; Documento 2 Cálculos; Documento 3 Planos; Documento 4 Presupuesto; Documento 5 Estudio de seguridad; Documento 6 Pliego de condiciones técnicas; Documento 7 Gestión de residuos. Memoria (capítulos): 1. Antecedentes y finalidad; 2. Objeto y situación administrativa; 3. Titular; 4. Características generales; 5. Descripción del trazado (alineaciones, relación de apoyos); 6. Cruzamientos (normas, relación); 7. Accesos; 8. Relación de organismos afectados.";Red Eléctrica de España, S.A.U. (La Ingeniera Industrial: María Soler Soneira);Red Eléctrica de España, S.A.U.;OFF0066-23;"Estudio de impacto ambiental de la interconexión eléctrica España–Francia por el golfo de Bizkaia (línea subterránea-submarina en CC a ±400 kV Gatika–frontera francesa; estación conversora A/C de Gatika; ampliación subestación Gatika 400/220 kV; doble circuito subterráneo a 400 kV Gatika–estación conversora; modificación línea aérea 400 kV Gatika–Azpeitia)";2021;Comercial;Estudio de Impacto Ambiental;"Autorización Administrativa Previa; Autorización de Construcción; Evaluación de Impacto Ambiental (ordinaria)";Disponible
OFF0066;EsIA_Int_electrica_Es_Fr_Golfo_Bizkaia.pdf;2021;España | País Vasco (Bizkaia) (multisitio);Completo;Estudio ambiental;Interconexión eléctrica HVDC ±400 kV (cable submarino/subterráneo) + estación conversora + ampliación subestación 400/220 kV + línea subterránea 400 kV + modificación línea aérea 400 kV;Estudio de Impacto Ambiental (EsIA) de la “Interconexión eléctrica España-Francia por el Golfo de Bizkaia (Biscay Gulf)”, fechado en abril de 2021. Evalúa el conjunto de actuaciones necesarias para un enlace en corriente continua a ±400 kV entre la subestación de Gatika (Bizkaia) y la frontera francesa, incluyendo tramos subterráneos y submarinos, y las infraestructuras asociadas en tierra: estación conversora alterna/continua de Gatika, ampliación de la subestación 400/220 kV, línea doble circuito subterránea 400 kV Gatika-Estación Conversora y modificación de la línea aérea 400 kV Gatika-Azpeitia. El EsIA desarrolla el marco legal (Ley 21/2013), antecedentes y justificación del proyecto (Proyecto de Interés Común), ámbito de estudio, alternativas, caracterización ambiental detallada (medio terrestre y marino), evaluación de impactos directos/indirectos y acumulativos, medidas preventivas/correctoras/compensatorias, vulnerabilidad ante riesgos y programa de vigilancia ambiental.;"MEMORIA ESIA: Parte 1 Introducción; Parte 2 Necesidad y justificación; Parte 3 Antecedentes; Parte 4 Ámbito de estudio; Parte 5 Descripción del proyecto; Parte 6 Diagnóstico territorial (estado inicial); Parte 7 Alternativas y justificación; Parte 8 Solución adoptada; Parte 9 Inventario de detalle; Parte 10 Efectos potenciales; Parte 11 Medidas; Parte 12 Valoración impactos residuales; Parte 13 Efectos acumulativos/sinérgicos/transfronterizos; Parte 14 Vulnerabilidad; Parte 15 Programa de vigilancia ambiental; Parte 16 Conclusión; Parte 17 Equipo redactor; Documento de síntesis; Anexos 1–26 (viabilidad, legislación, participación pública, consultas, planos, campañas marinas, medio marino, compatibilidad Estrategia Marina, Natura 2000, campos EM, arqueología, acústica, huella de carbono, etc.).";Biosfera XXI Estudios Ambientales, S.L.;INELFE (REE + RTE);OFF0066-22;"Estudio de impacto ambiental de la interconexión eléctrica España–Francia por el golfo de Bizkaia (línea subterránea-submarina en CC a ±400 kV Gatika–frontera francesa; estación conversora A/C de Gatika; ampliación subestación Gatika 400/220 kV; doble circuito subterráneo a 400 kV Gatika–estación conversora; modificación línea aérea 400 kV Gatika–Azpeitia)";2021;Comercial;Estudio de Impacto Ambiental;"Autorización Administrativa Previa; Autorización de Construcción; Evaluación de Impacto Ambiental (ordinaria)";Disponible
OFF0066;AP_EC_GATIKA_400_kV.pdf;2021;España | País Vasco (Bizkaia, Gatika);Completo;Permitting / tramitación;Estación conversora HVDC (VSC) + línea subterránea AC 400 kV doble circuito + parque DC ±400 kV (Interconexión Golfo de Bizkaia);"Anteproyecto Técnico Administrativo de la “Interconexión eléctrica Francia-España por el Golfo de Bizkaia” relativo a la Estación Conversora alterna/continua de Gatika y la línea de alimentación doble circuito subterránea 400 kV (Madrid, marzo 2021; ref. TI.S/2018/980). El documento se orienta a la obtención de la Autorización Administrativa Previa y define el alcance del tramo español asociado a la interconexión (PIC), incluyendo el parque de 400 kV en alterna (AIS intemperie), el sistema de conversión VSC/MMC (dos convertidores de 1.000 MW, ±400 kV), parque de continua y terminales de cable, reactancias, condensadores, transformadores monofásicos de conversión, servicios auxiliares, control/protecciones, telecomunicaciones, red de tierras y obra civil. Incluye además la línea AC subterránea 400 kV (dos enlaces) para alimentar la estación conversora desde la SE Gatika, junto con cálculos, planos, pliego, seguridad, gestión de residuos y estudio de campos electromagnéticos.";"Índice general: Documento 1 Memoria (Cap. 1 Generalidades; Cap. 2 Nueva estación de conversión de Gatika: hipótesis de diseño, configuración, sistema eléctrico, red de tierras, estructuras, control y protección, servicios auxiliares, telecomunicaciones, obra civil, alumbrado, PCI/antiintrusión; Cap. 3 Normativa; Cap. 4 Plazo); Anexo 1 Cálculos; Documento 2 Pliego de condiciones técnicas (Anexo 1 Requisitos ambientales/gestión RCD; Anexo 2 Estudio de seguridad; Anexo 3 Campos electromagnéticos; Anexo 2 Cálculos línea AC); Documento 3 Planos; Documento 4 Presupuesto";"Red Eléctrica de España, S.A.U. (Ing. Industrial: Luis Cabezón López; Jefe Dpto. Ingeniería de Subestaciones) / INELFE";Red Eléctrica de España, S.A.U. / INELFE;OFF0066-24;"Estudio de impacto ambiental de la interconexión eléctrica España–Francia por el golfo de Bizkaia (línea subterránea-submarina en CC a ±400 kV Gatika–frontera francesa; estación conversora A/C de Gatika; ampliación subestación Gatika 400/220 kV; doble circuito subterráneo a 400 kV Gatika–estación conversora; modificación línea aérea 400 kV Gatika–Azpeitia)";2021;Comercial;Estudio de Impacto Ambiental;"Autorización Administrativa Previa; Autorización de Construcción; Evaluación de Impacto Ambiental (ordinaria)";Disponible
OFF0066;PTA_GATICA_400_kV.pdf;2021;España | País Vasco (Bizkaia, Gatika);Completo;Proyecto;Subestación;Proyecto técnico-administrativo para la ampliación de la Subestación Gatica 400/220 kV (tecnología AIS, instalación convencional exterior) en el término municipal de Gatika (Bizkaia, País Vasco), en el marco de la interconexión eléctrica España–Francia por el Golfo de Bizkaia. La actuación contempla la ampliación, adecuación y reconfiguración de los parques de 400 kV (configuración “interruptor y medio”) y 220 kV (doble barra), incorporando nuevas posiciones y salidas de línea asociadas a la futura estación conversora AC/DC. Incluye la instalación de un nuevo transformador 400/220 kV de 600 MVA, así como el diseño del sistema eléctrico (magnitudes, distancias, embarrados), red de tierras, estructuras metálicas, sistemas de control y protección, servicios auxiliares, telecomunicaciones y obra civil/edificación. El documento se orienta a la obtención de autorizaciones administrativas (Estado y Gobierno Vasco) y reúne memoria, cálculos, pliegos, planos, presupuesto, requisitos ambientales, seguridad y estudios de campos magnéticos.;"Documento 1: Memoria (1. Generalidades: 1.1 Antecedentes; 1.2 Justificación y finalidad; 1.3 Objeto; 1.4 Administraciones/servicios afectados; 1.5 Características técnicas retributivas; 1.6 Esquema de la actuación; 1.7 Hipótesis de diseño; 1.8 Características generales; 1.9 Sistema eléctrico; 1.10 Red de tierras; 1.11 Estructuras metálicas; 1.12 Control y protección; 1.13 Servicios auxiliares; 1.14 Telecomunicaciones; 1.15 Obra civil y edificación; 1.16 Alumbrado y fuerza; 1.17 Contraincendios y antiintrusismo; 2. Normativa aplicada; 3. Plazo de ejecución y fecha prevista de puesta en servicio). Anexos: 1A Cálculos 400; 1B Cálculos 220. Documento 2: Pliego de condiciones técnicas + Anexo Requisitos ambientales (gestión RCD) + Anexo Estudio de seguridad. Documento 3: Planos. Documento 4: Presupuesto. Documento 5: Estudios de campos magnéticos 400 y 220.";"Red Eléctrica de España, S.A.U. (firma: Luis Cabezón López; Dpto. Ingeniería de Subestaciones)";Red Eléctrica de España, S.A.U.;OFF0066-26;"Estudio de impacto ambiental de la interconexión eléctrica España–Francia por el golfo de Bizkaia (línea subterránea-submarina en CC a ±400 kV Gatika–frontera francesa; estación conversora A/C de Gatika; ampliación subestación Gatika 400/220 kV; doble circuito subterráneo a 400 kV Gatika–estación conversora; modificación línea aérea 400 kV Gatika–Azpeitia)";2021;Comercial;Estudio de Impacto Ambiental;"Autorización Administrativa Previa; Autorización de Construcción; Evaluación de Impacto Ambiental (ordinaria)";Disponible
OFF0066;Interconexion_Espana-Francia_por_el_Golfo_de_Bizkaia_visado.pdf;2021;"España | País Vasco (Bizkaia) (multisitio: Francia | Nueva Aquitania – Gironde / Cubnezais; tramo marítimo fronterizo)";Completo;Proyecto;Cable submarino + cable terrestre (HVDC) + estación conversora;Anteproyecto de la interconexión eléctrica España–Francia por el Golfo de Bizkaia mediante doble enlace HVDC en corriente continua a ±400 kV y 2×1000 MW. Define la línea subterránea–submarina entre la futura estación conversora de Gatika (Bizkaia) y la frontera francesa en el mar: ~12,65 km terrestres en zanja con canalización entubada hormigonada y múltiples perforaciones horizontales dirigidas (cruces de ríos y carreteras), y ~106,5 km submarinos con criterios de ruta, batimetría y geología, separación entre cables, protección por enterramiento o vertido de roca en fondos rocosos, y salida al mar mediante PHD profunda. Especifica características técnicas de cables (XLPE/MI según enlace, secciones y armaduras), empalmes, terminales, pararrayos, puesta a tierra, comunicaciones por fibra óptica, obra civil, accesos, cruzamientos y organismos afectados, junto con planos, cálculos, presupuesto, seguridad, pliego y gestión de residuos para su tramitación administrativa.;"Documento 1: Memoria (1 Antecedentes; 2 Objeto y situación administrativa; 3 Titular de la instalación; 4 Descripción general de la instalación; 5 Características generales de la línea; 6 Descripción del trazado: 6.1 Subterráneo; 6.2 Submarino; 7 Características de la instalación: cables, empalmes, terminales, pararrayos, PaT, obra civil, tendidos, protección, comunicaciones, monitorización, señalización, ensayos; 8 Accesos; 9 Cruzamientos y paralelismos; 10 Organismos/servicios afectados; 11 Ayuntamientos). Documento 2: Cálculos. Documento 3: Planos. Documento 4: Presupuesto. Documento 5: Estudio de seguridad. Documento 6: Pliego de condiciones técnicas. Documento 7: Gestión de residuos.";INELFE (REE/RTE) – redactora: María Soler Soneira (Ing. Industrial);Red Eléctrica de España, S.A.U. (titular de la instalación en España);OFF0066-25;"Estudio de impacto ambiental de la interconexión eléctrica España–Francia por el golfo de Bizkaia (línea subterránea-submarina en CC a ±400 kV Gatika–frontera francesa; estación conversora A/C de Gatika; ampliación subestación Gatika 400/220 kV; doble circuito subterráneo a 400 kV Gatika–estación conversora; modificación línea aérea 400 kV Gatika–Azpeitia)";2021;Comercial;Estudio de Impacto Ambiental;"Autorización Administrativa Previa; Autorización de Construcción; Evaluación de Impacto Ambiental (ordinaria)";Disponible
